thscode,2023-08-08,2023-08-09,2023-08-10,2023-08-11,2023-08-14,2023-08-15,2023-08-16,2023-08-17,2023-08-18,2023-08-21,2023-08-22,2023-08-23,2023-08-24,2023-08-25,2023-08-28,2023-08-29,2023-08-30,2023-08-31,2023-09-01,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08
000031.SZ,-1.131221719457,-0.91533180778032,0.23094688221709,-0.46082949308755,-0.92592592592593,-0.2336448598131,0.9367681498829,-0.46403712296983,-1.6317016317016,-1.8957345971564,0.48309178743962,-1.6826923076923,-1.2224938875306,0.99009900990099,4.4117647058823,0.93896713615024,-2.3255813953488,-6.9047619047619,-0.25575447570333,0.76923076923078,-3.0534351145038,2.0997375328084,-1.0282776349614,0.0
000032.SZ,-0.36160420775806,-2.540415704388,-2.0988490182803,-2.3167358229599,8.212389380531,-4.4815178279359,-2.3972602739726,3.1578947368421,-2.0068027210884,3.0892051371052,7.7441077441077,-3.3125,-9.9870717517776,-9.9820466786355,-0.87754287993617,8.8531187122736,1.3678373382625,0.14587892049599,-3.0225782957028,3.1918888471649,-1.4919941775837,-0.036941263391214,-1.3673318551367,-2.2105657549644
000034.SZ,-0.43478260869566,3.4570596797671,-1.2662680267323,0.71250445315283,5.3767244428723,-2.5847599865727,-2.0675396278429,1.3370865587614,-3.2986111111111,5.9605026929982,2.7787190782785,1.3188262446423,-3.0914415880247,-3.9623908663533,1.1888111888112,5.286800276434,7.8765999343617,-3.3160937024642,-2.6117054751416,4.0387722132472,-8.3540372670807,-1.1521518129448,-0.10284538909839,4.5984900480439
000035.SZ,-0.54744525547446,-1.4678899082569,-0.5586592178771,-2.247191011236,1.5325670498084,2.0754716981132,0.18484288354898,2.3985239852399,-1.6216216216216,-1.4652014652015,0.37174721189592,-1.1111111111111,-0.74906367041199,-0.18867924528301,1.3232514177694,0.74626865671642,-2.7777777777778,-1.7142857142857,1.3565891472868,-0.57361376673041,0.0,0.96153846153846,-3.0476190476191,0.19646365422396
000036.SZ,0.0,-0.70093457943926,0.23529411764705,-0.23474178403755,0.47058823529411,-1.4051522248243,0.71258907363421,-0.47169811320756,-1.8957345971564,-1.207729468599,-0.24449877750611,-1.2254901960784,-0.24813895781639,-0.24875621890547,3.7406483790524,3.3653846153846,-0.93023255813954,-3.9906103286385,-1.9559902200489,0.0,-1.9950124688279,1.2722646310433,-1.5075376884422,-1.2755102040816
000037.SZ,-1.4801110083256,-2.8169014084507,-0.096618357487921,-2.6112185686654,1.7874875868918,-1.4634146341463,-1.8811881188119,1.4127144298688,-3.0845771144279,-0.41067761806982,0.51546391752578,-1.6410256410256,-1.0427528675704,-2.9504741833509,0.0,2.3887079261672,0.0,-0.42417815482502,-1.4909478168264,3.1351351351351,0.62893081761007,-0.20833333333333,-2.4008350730689,1.8181818181818
000039.SZ,0.0,-0.53547523427042,2.0188425302826,-1.9788918205805,0.13458950201885,-1.0752688172043,-0.67934782608697,0.54719562243502,0.0,-1.39470013947,-0.14144271570015,0.0,-0.56657223796034,0.997150997151,1.6925246826516,-0.13869625520111,-0.69444444444444,-1.3986013986014,1.1347517730496,0.70126227208976,0.13927576601672,-1.1126564673157,-0.56258790436006,-2.4045261669024
000040.SZ,-0.93457943925234,-1.6509433962264,0.95923261390887,-2.375296912114,0.48661800486617,-0.96852300242131,-0.48899755501221,0.73710073710072,-1.2195121951219,0.98765432098766,-0.73349633251834,-1.9704433497537,0.25125628140704,-1.2531328320802,2.0304568527919,0.99502487562189,-0.98522167487685,-1.4925373134328,0.50505050505051,1.5075376884422,0.24752475247524,-0.74074074074075,-1.7412935323383,0.0
000042.SZ,-1.073985680191,-0.12062726176116,0.36231884057972,-0.72202166064983,-0.36363636363636,-0.72992700729928,2.2058823529412,-0.71942446043166,-3.5024154589372,-2.1276595744681,-0.63938618925832,-2.1879021879022,-1.9736842105263,0.26845637583892,5.3547523427042,4.1931385006353,-2.5609756097561,-7.3842302878598,-0.27027027027028,1.2195121951219,-3.4805890227577,1.9417475728155,-1.4965986394558,-0.82872928176796
000045.SZ,-1.5384615384615,-1.26953125,0.89020771513353,-1.9607843137255,0.6,-0.79522862823062,-2.0040080160321,0.7157464212679,-1.3197969543147,-0.30864197530865,0.92879256965944,-0.71574642126788,0.51493305870236,-2.8688524590164,-1.1603375527426,5.0160085378869,2.1341463414634,0.69651741293531,-0.29644268774703,3.8652130822597,0.57251908396945,0.56925996204934,-1.3207547169811,1.1472275334608
000046.SZ,2.0979020979021,-0.68493150684932,4.8275862068966,5.2631578947368,5.0,4.7619047619048,5.1136363636364,4.8648648648649,-5.1546391752577,-4.3478260869565,5.1136363636364,-4.8648648648649,-5.1136363636364,-4.7904191616766,5.0314465408805,1.1976047904192,4.7337278106509,5.0847457627119,4.8387096774193,-1.025641025641,5.1813471502591,4.9261083743842,5.1643192488263,4.9107142857143
000048.SZ,-0.67502410800384,-0.72815533980584,0.097799511002443,-1.8075232046898,-0.49751243781095,1.45,-0.44356826022671,0.0,-0.34653465346535,-4.769001490313,-0.67814293166407,-1.6806722689076,0.1068376068376,0.85378868729989,2.2222222222222,0.56935817805383,-0.8749356664951,-2.0768431983385,0.42417815482504,0.95036958817318,0.052301255230115,1.4636696288552,4.9974240082432,1.4229636898921
000049.SZ,-0.74584050487664,-1.3583815028902,0.84969235276882,-2.2370714700755,-4.2199108469539,-1.0238907849829,-0.50156739811912,0.72463768115942,-1.9705974350954,-1.3401403956605,-1.8111254851229,-3.2938076416337,1.3964577656676,-1.9146792072556,1.1643835616438,3.0467163168585,2.2010512483574,-0.73931211828994,1.1981865284974,1.92,0.25117739403453,0.1565925461948,-2.2201375859912,0.31979533098817
000050.SZ,-1.3612565445026,-1.0615711252654,-0.10729613733905,-1.3963480128894,-0.10893246187364,-0.21810250817884,-0.76502732240437,-1.9823788546255,-2.247191011236,-2.7586206896552,0.23640661938534,-2.122641509434,-0.2409638554217,-1.207729468599,0.12224938875305,2.0757020757021,1.1961722488038,1.6548463356974,1.2790697674419,2.5258323765786,1.2318029115341,2.1017699115044,-0.75839653304442,0.43668122270741
000055.SZ,0.0,-1.5841584158416,0.40241448692154,-2.2044088176353,0.81967213114754,-0.40650406504064,0.61224489795917,1.6227180527383,-1.1976047904192,-0.2020202020202,0.0,-1.0121457489879,-1.2269938650307,-0.41407867494825,3.1185031185031,1.008064516129,-0.79840319361278,-1.2072434607646,0.81466395112016,2.2222222222222,-0.98814229249012,0.59880239520959,-1.5873015873016,-2.2177419354839
000056.SZ,-1.5,-1.2690355329949,0.77120822622107,-0.51020408163265,-1.7948717948718,-2.088772845953,0.79999999999999,0.26455026455027,-3.6939313984169,-1.6438356164384,0.83565459610029,-3.0386740331492,-0.56980056980056,-2.0057306590258,2.9239766081871,4.2613636363636,-1.3623978201635,-3.5911602209945,-2.5787965616046,2.3529411764706,-2.0114942528736,4.1055718475073,1.6901408450704,-4.9861495844875
000058.SZ,-1.4705882352941,-1.044776119403,0.30165912518854,-0.90225563909775,0.30349013657057,0.60514372163389,0.75187969924812,1.044776119403,-3.397341211226,-1.2232415902141,0.61919504643963,-1.3846153846154,-0.15600624024961,-1.09375,3.6334913112164,5.9451219512195,-3.1654676258993,-2.2288261515602,-0.91185410334347,-0.46012269938649,-1.2326656394453,9.984399375975,-2.5531914893617,3.4934497816594
000059.SZ,0.62402496099844,-0.93023255813954,0.62597809076682,-2.4883359253499,0.47846889952154,0.0,-1.9047619047619,0.64724919093851,-2.2508038585209,-0.49342105263158,0.0,-0.66115702479339,-0.99833610648918,-1.1764705882353,2.7210884353742,-1.3245033112583,-3.0201342281879,-0.86505190311418,2.7923211169284,6.1120543293718,-1.44,0.32467532467532,-1.6181229773463,-0.82236842105263
000060.SZ,-1.188455008489,-2.9209621993127,-0.8849557522124,-2.1428571428571,-0.36496350364964,-0.18315018315018,-1.1009174311927,0.0,-1.2987012987013,-0.37593984962407,1.1320754716981,-2.6119402985075,0.95785440613026,-1.707779886148,2.3166023166023,-1.1320754716981,-2.8625954198473,-1.9646365422397,3.6072144288577,5.8027079303675,-0.54844606946982,0.0,-2.2058823529412,0.56390977443608
000061.SZ,-0.42313117066291,-1.4164305949008,-0.57471264367816,-1.4450867052023,1.0263929618768,1.1611030478955,-1.8651362984218,1.3157894736842,-1.5873015873016,-1.0263929618768,1.037037037037,-0.29325513196482,1.0294117647059,-1.7467248908297,0.88888888888888,2.3494860499266,-0.43041606886656,-2.0172910662824,2.6470588235294,-1.7191977077364,-0.43731778425656,-2.3426061493411,0.44977511244378,0.8955223880597
