thscode,2022-9-9,2022-9-16,2022-9-23,2022-9-30,2022-10-14,2022-10-21,2022-10-28,2022-11-4,2022-11-11,2022-11-18,2022-11-25,2022-12-2,2022-12-9,2022-12-16,2022-12-23,2022-12-30,2023-1-6,2023-1-13,2023-1-20,2023-2-3,2023-2-10,2023-2-17,2023-2-24,2023-3-3,2023-3-10,2023-3-17,2023-3-24,2023-3-31,2023-4-7,2023-4-14,2023-4-21,2023-4-28,2023-5-5,2023-5-12,2023-5-19,2023-5-26,2023-6-2,2023-6-9,2023-6-16,2023-6-21,2023-6-30,2023-7-7,2023-7-14,2023-7-21,2023-7-28,2023-8-4,2023-8-11,2023-8-18,2023-8-25,2023-9-1,2023-9-8
000012.SZ,7.704160247,3.862660944,3.581267218,-7.712765957,0,-2.88184438,-0.59347181,12.68656716,-1.854304636,-3.643724696,-0.700280112,2.3977433,0.964187328,-3.956343793,-5.681818182,1.054216867,2.086438152,0.437956204,3.197674419,1.408450704,-1.25,-4.078762307,1.906158358,0,-4.172661871,-0.3003003,4.819277108,-3.591954023,-0.745156483,-0.900900901,1.666666667,-2.086438152,-0.761035008,0,-2.914110429,-2.211690363,1.453957997,-4.140127389,1.661129568,-3.431372549,0.846023689,0,-1.342281879,0.850340136,2.698145025,1.477832512,-3.074433657,-2.170283806,-3.412969283,3.356890459,-2.564102564
000014.SZ,6.207674944,4.569606801,-9.756097561,-6.981981982,0.726392252,-1.802884615,-7.343941248,8.850726552,11.65048544,-0.760869565,9.090909091,1.506024096,1.78041543,-0.09718173,0.194552529,-1.067961165,-0.294406281,-4.625984252,5.572755418,4.789833822,-2.052238806,-4,0.595238095,0.295857988,-4.621435595,-0.412371134,2.48447205,-4.848484848,3.503184713,-0.307692308,-5.144032922,5.314533623,11.63748713,-1.383763838,-0.841908326,-4.339622642,1.775147929,14.53488372,6.345177665,-10.8194113,2.051739518,1.486013986,5.943152455,8.130081301,6.992481203,2.389318342,-1.853122855,-4.825174825,0.146950771,0.95377843,-5.23255814
000016.SZ,0.179533214,-7.52688172,-3.100775194,-3.8,5.821205821,-0.589390963,-2.964426877,4.276985743,0.1953125,-0.194931774,-3.90625,1.016260163,2.012072435,-3.550295858,-5.72597137,-2.169197397,2.43902439,0.865800866,2.575107296,0.418410042,0.416666667,-0.622406639,1.252609603,0.412371134,-5.133470226,0.649350649,9.892473118,-0.391389432,4.518664047,-5.07518797,-3.762376238,-2.469135802,0.421940928,1.470588235,0.207039337,-0.41322314,5.394190871,-3.149606299,-0.203252033,-4.684317719,0.854700855,0.847457627,-0.210084034,-3.578947368,1.965065502,1.927194861,-3.991596639,-4.157549234,-5.479452055,4.589371981,1.154734411
000017.SZ,-2.995391705,-6.650831354,10.6870229,-13.56321839,8.510638298,2.941176471,-2.380952381,10.73170732,2.643171806,-6.43776824,-0.688073394,5.311778291,10.30701754,-3.976143141,-6.625258799,5.543237251,4.621848739,-3.614457831,-1.25,-1.687763713,-0.214592275,6.451612903,0.202020202,-3.225806452,-3.958333333,2.386117137,2.118644068,-4.149377593,0,-5.411255411,-3.203661327,0.709219858,1.877934272,0.460829493,0.917431193,0,-2.954545455,0.468384075,2.564102564,-5,3.349282297,2.777777778,4.054054054,0.216450216,0.863930886,-2.141327623,-1.531728665,0.444444444,-3.539823009,3.669724771,1.548672566
000019.SZ,-5.210918114,-5.497382199,-0.831024931,-3.910614525,3.63372093,-2.52454418,-4.748201439,12.68882175,1.608579088,-2.638522427,-0.406504065,5.850340136,0.128534704,1.668806162,-4.545454545,-0.661375661,-1.331557923,-0.944669366,4.359673025,2.219321149,1.404853129,-2.392947103,8,-0.716845878,-4.332129964,0.628930818,-1.75,-0.890585242,0.513478819,-3.959131545,3.058510638,-2.064516129,0.790513834,0.392156863,-1.692708333,-1.986754967,1.621621622,0,3.324468085,-0.900900901,-0.402684564,2.830188679,1.965923984,0.128534704,-0.128369705,0.642673522,-1.660280971,-4.025974026,-0.811907984,-0.545702592,0.548696845
000020.SZ,7.676560901,3.802281369,-0.366300366,-25.55147059,7.160493827,8.870967742,-4.761904762,3.333333333,2.043010753,1.58061117,-1.970954357,4.232804233,0.812182741,-2.014098691,-6.577595067,-1.760176018,3.023516237,-2.173913043,9.333333333,3.353658537,-0.196656834,0.492610837,-1.274509804,2.780536246,-3.671497585,-3.209628887,11.8134715,-1.204819277,-1.219512195,-0.759734093,-8.133971292,1.145833333,0.514933059,0.614754098,7.535641548,2.935606061,2.023919043,-1.713255185,3.486238532,-3.634751773,6.43974241,25.06482282,-8.569454043,-9.977324263,0,1.847187238,-2.473206925,-1.521555368,-4.549356223,7.553956835,1.839464883
000021.SZ,-1.372074253,-7.855973813,-3.463587922,-3.403863845,6.19047619,0.986547085,-1.420959147,6.396396396,-3.217612193,7.874015748,-5.352798054,0.428449015,-3.66894198,-0.531443756,-5.877114871,1.135288553,5.238540692,0.355555556,3.100088574,4.725085911,5.086136177,-4.683840749,1.965601966,4.337349398,-1.616628176,2.34741784,17.27828746,8.996088657,22.18899522,-5.041605482,5.154639175,-12.69607843,-6.793935991,4.879518072,14.18724871,4.124748491,5.893719807,-0.136861314,-1.324805847,-10.46296296,3.360910031,-1.40070035,11.06037544,-10.9182275,1.435897436,-5.40950455,-6.039551042,-4.835039818,-3.466826061,11.20743034,1.670378619
000023.SZ,0,-5.507246377,-2.658486708,5.462184874,2.589641434,1.747572816,4.580152672,3.558394161,17.88546256,-3.587443946,1.705426357,4.344512195,5.916727538,-8.068965517,-5.026256564,8.767772512,-14.16122004,-9.221658206,2.050326188,8.401826484,-3.369839933,-1.569311247,1.948627104,-2.085143354,-4.170363798,-2.222222222,0.946969697,-3.846153846,-3.707317073,-4.964539007,-7.8891258,0.462962963,-4.953917051,-14.66666667,-4.971590909,-2.69058296,-2.91858679,0.474683544,0.62992126,-7.042253521,11.95286195,0,-1.203007519,-4.261796043,3.497615262,1.228878648,-2.124430956,5.11627907,-9.734513274,4.411764706,-1.408450704
000025.SZ,-1.984334204,8.044752264,1.873767258,-16.94094869,2.622377622,-2.385008518,-6.282722513,11.91806331,-1.109262341,-1.34604599,9.721432632,5.751295337,-3.429691328,-5.02283105,-4.754273504,-3.813796971,3.206997085,10.62146893,-1.225740552,2.585315408,0.201612903,-5.432595573,0.106382979,2.019128587,0.885416667,2.219927723,-5.858585859,-2.038626609,-0.438116101,-0.220022002,-6.063947078,0.704225352,0.641025641,-1.621308628,1.706886404,-2.430555556,2.016607355,2.965116279,1.637492942,-1.777777778,3.337104072,-4.159824849,0.742432895,-5.442176871,2.278177458,1.699882767,-3.573487032,-4.303646145,-4.93441599,5.716162943,-2.734617775
000026.SZ,-0.495540139,-5.079681275,-2.41343127,-4.301075269,2.471910112,-0.548245614,1.102535832,5.016357688,2.699896158,6.066734075,-2.001906578,8.657587549,-3.93912265,-3.541472507,-1.352657005,2.252693438,1.053639847,0.18957346,8.514664144,11.76983435,-5.850234009,-5.965202983,1.674008811,1.126516464,-2.570694087,2.19876869,-1.635111876,-3.499562555,0.090661831,3.351449275,-0.701139351,3.795233892,-0.085034014,4.255319149,-2.857142857,-2.941176471,7.0995671,-1.535974131,0.164203612,-4.918032787,3.965517241,-0.746268657,1.587301587,-1.5625,1.837928154,-1.148482363,-5.892116183,-0.529100529,-2.74822695,6.016408387,1.031814273
000027.SZ,6.369426752,-10.62874251,0,-6.030150754,5.525846702,-1.182432432,-5.811965812,6.715063521,-0.340136054,1.535836177,2.18487395,1.151315789,-1.138211382,-1.809210526,-3.852596315,10.80139373,-4.402515723,-2.138157895,2.68907563,1.145662848,2.103559871,-2.535657686,0.81300813,1.935483871,-1.898734177,2.096774194,-1.421800948,-2.083333333,-0.327332242,3.776683087,-0.791139241,2.392344498,3.426791277,3.765060241,-2.467343977,0.297619048,1.18694362,-2.492668622,-4.360902256,1.41509434,2.170542636,-0.606980273,4.732824427,-1.749271137,-0.148367953,2.228826152,-3.63372093,-1.357466063,-0.764525994,-0.462249615,-0.92879257
000028.SZ,-0.690789474,-2.848625373,-1.022843505,2.893558388,2.544358889,-1.958863859,3.72960373,2.247191011,0.596546311,12.70287141,-6.757130989,5.494505495,8.896396396,-3.309203723,-11.55080214,-0.574365175,4.165399818,3.35668418,1.07314318,-2.766135792,-2.155172414,7.78267254,0.871934605,3.97082658,7.638347623,18.39246923,-9.480122324,-0.630630631,5.394378966,7.462365591,8.385031019,20.01477105,-5.538461538,-8.794788274,6.946428571,-1.820003339,-28.40136054,-0.166270784,-0.214132762,-0.453028135,4.45508982,-11.90094015,-3.331598126,-1.938610662,-2.992861065,-0.509482027,-4.864864865,-2.153110048,-3.117359413,1.009463722,-3.435352904
000029.SZ,5.89569161,-5.995717345,-4.897494305,-4.790419162,5.660377358,-2.857142857,11.51960784,6.263736264,6.721820062,3.682170543,2.61682243,25.13661202,-9.388646288,-4.176706827,22.79966471,-5.187713311,-4.463642909,-5.124340618,1.985702939,-3.738317757,0,-4.854368932,6.12244898,4.166666667,1.076923077,-6.01217656,-1.538461538,-2.220394737,-0.672834315,0.423370025,-6.408094435,-2.252252252,1.658986175,9.2475068,-14.10788382,9.661835749,3.083700441,5.299145299,-5.519480519,-5.240549828,-1.99456029,1.295097132,0.456621005,3.090909091,5.026455026,0.839630563,7.07743547,-5.365474339,-3.451109285,-1.191489362,-2.153316107
000030.SZ,1.945525292,-11.25954198,-1.075268817,-6.52173913,5.348837209,-2.869757174,0,8.636363636,-0.836820084,0.632911392,-2.725366876,2.801724138,-0.419287212,-1.473684211,-5.341880342,-0.677200903,6.136363636,1.070663812,1.694915254,3.125,3.434343434,-2.5390625,4.408817635,-0.959692898,-3.875968992,-5.040322581,1.27388535,0.838574423,-2.079002079,-2.123142251,0,1.084598698,1.287553648,2.754237288,-0.206185567,1.239669421,-0.816326531,-0.411522634,6.404958678,-1.165048544,-0.982318271,3.76984127,2.676864245,-0.744878957,2.063789869,0.367647059,-4.945054945,0.578034682,-2.298850575,6.470588235,-2.209944751
000031.SZ,6.162464986,-5.80474934,-0.840336134,-5.367231638,1.194029851,-0.884955752,-5.654761905,1.892744479,7.430340557,2.593659942,4.213483146,8.625336927,16.12903226,-15.38461538,-4.545454545,-0.529100529,1.329787234,-4.199475066,2.191780822,-0.268096515,1.612903226,-2.645502646,1.358695652,1.608579088,-5.013192612,0,9.166666667,-5.089058524,5.361930295,0.763358779,-4.04040404,-3.684210526,8.196721311,0.252525253,-2.518891688,-4.909560724,3.260869565,2.105263158,0.257731959,-6.683804627,0.826446281,1.912568306,0,5.361930295,10.17811705,3.464203233,-3.571428571,-2.314814815,-3.317535545,-4.411764706,-1.282051282
000032.SZ,-0.221402214,0.591715976,-4.926470588,-6.18716164,20.36273702,-1.095890411,33.6565097,20.98445596,-12.63383298,26.02941176,-3.306106573,7.441673371,-8.910520404,3.534730785,-18.02302501,-2.421307506,21.63771712,-8.363933089,20.34728406,7.510173881,-6.056434962,-4.761904762,-1.923076923,11.45098039,4.961294863,21.99128394,-4.424292388,-4.945370903,21.29461585,-4.788029925,-6.652697748,-11.335578,1.265822785,-1.09375,-0.18957346,-6.80595125,18.3423913,-2.382319173,11.14378124,-2.195767196,-11.00892616,-1.610942249,0.370713624,-6.648199446,-3.066271019,4.421768707,-7.980456026,1.982300885,-12.98160361,6.222576785,-1.990236575
000034.SZ,-1.892042293,0.397050482,-2.824858757,-6.744186047,39.33915212,4.250559284,9.270386266,-2.003142184,-7.815631263,8.695652174,-6.32,-5.337318531,-1.894451962,-2.988505747,3.412322275,0.54995417,4.968094804,-0.303951368,11.10627178,-2.156017248,-3.725961538,0.624219725,11.70388751,4.924102184,-11.18560339,10.29002781,12.21181556,1.091492777,-0.762146713,-8.8,2.947368421,-9.134287662,0.975243811,-7.169390788,0.640256102,3.777335984,4.559386973,6.485892268,2.271163111,-5.01345895,-5.8094226,5.49078601,-4.670231729,-6.357516829,0.71884984,3.053132435,8.772604848,-1.485673859,2.692998205,8.216783217,-1.518578352
000035.SZ,14.23550088,-20.76923077,-1.553398058,-7.495069034,7.036247335,-2.788844622,-5.532786885,16.48590022,-1.303538175,-2.075471698,-1.734104046,1.37254902,13.15280464,-2.222222222,-11.01398601,-0.392927308,3.747534517,-1.711026616,3.481624758,0.934579439,4.074074074,-1.957295374,-1.814882033,0.369685767,-2.946593002,-3.036053131,-1.369863014,2.182539683,-3.106796117,-2.004008016,-5.112474438,-0.215517241,1.943844492,1.483050847,0,2.087682672,-0.81799591,-4.948453608,-4.555314534,-3.863636364,8.274231678,-0.655021834,-0.43956044,3.53200883,10.23454158,6.963249516,-5.605786618,4.597701149,-3.113553114,-1.134215501,-2.485659656
000036.SZ,2.784810127,-5.172413793,-1.298701299,15.26315789,-10.0456621,-3.045685279,-3.141361257,5.135135135,5.398457584,4.87804878,-2.093023256,6.175771971,0.67114094,-6.666666667,-4.047619048,0.496277916,0.49382716,-3.194103194,2.284263959,0,0.496277916,-3.209876543,1.530612245,1.005025126,-1.990049751,-0.507614213,0.255102041,-2.544529262,1.305483029,4.12371134,3.96039604,0.952380952,-2.830188679,-1.213592233,-2.457002457,-2.518891688,-0.516795866,1.038961039,10.02570694,-6.542056075,3,-0.242718447,-0.97323601,2.702702703,4.066985646,0.91954023,-3.189066059,-2.588235294,-3.140096618,0,-3.49127182
000037.SZ,-3.18772137,-10.36585366,-1.904761905,-3.74479889,4.755043228,-1.788170564,-5.322128852,7.544378698,11.14167813,5.816831683,-1.286549708,1.066350711,7.15123095,-6.345733042,-6.308411215,0,3.117206983,-2.176541717,2.224969098,1.934703748,1.779359431,-2.331002331,-1.07398568,0.723763571,-4.191616766,-1.375,-1.394169835,-1.028277635,-3.506493506,2.288021534,-5.526315789,2.924791086,1.48849797,1.333333333,2.236842105,1.801801802,10.24020228,6.995412844,-3.965702036,6.696428571,28.34728033,9.535452323,-10.11904762,-9.768211921,-3.76146789,1.811248808,-5.711610487,-3.277060576,-5.441478439,0.434310532,2.918918919
000039.SZ,1.015228426,-6.909547739,-0.269905533,-6.49526387,3.328509407,1.400560224,-7.044198895,5.349182764,1.551480959,0.694444444,1.517241379,-0.27173913,0.272479564,-2.989130435,-3.50140056,2.177068215,0,-0.710227273,4.148783977,-0.961538462,2.496532594,2.571041949,1.187335092,1.173402868,-1.804123711,-0.656167979,-1.585204756,2.147651007,-1.051248357,0.929614874,-6.842105263,-0.988700565,-0.285306705,0.429184549,-0.427350427,-1.573676681,0.436046512,-0.868306802,0.437956204,-1.744186047,1.923076923,2.467343977,0.991501416,0.561009818,1.813110181,3.424657534,-1.589403974,-3.499327052,-1.115760112,0.564174894,-3.225806452
000040.SZ,3.317535545,-8.71559633,0,2.763819095,5.623471883,-4.398148148,-10.16949153,5.660377358,0,-0.255102041,0,3.836317136,-1.97044335,-4.522613065,-5,1.662049861,20.70844687,-6.546275395,2.657004831,0.470588235,6.557377049,-5.714285714,-1.398601399,1.418439716,-4.662004662,-2.200488998,1,-3.217821782,-0.511508951,7.969151671,-7.619047619,6.958762887,1.204819277,-0.476190476,-1.196172249,7.748184019,-6.292134831,-2.398081535,0,-2.457002457,4.785894207,2.884615385,0.23364486,-1.165501166,-0.235849057,2.600472813,-5.299539171,-1.459854015,-2.716049383,1.015228426,-0.753768844
000042.SZ,16.6858458,8.382642998,-16.65150136,-10.37117904,-0.487210719,-3.304773562,-10.37974684,5.367231638,11.79624665,-1.678657074,5.853658537,1.843317972,2.262443439,-5.973451327,-6.117647059,-0.501253133,3.400503778,-2.679658952,3.254067584,-0.121212121,1.09223301,4.56182473,-0.45924225,0,-5.651672434,-1.222493888,3.341584158,-3.832335329,6.226650062,-1.172332943,-4.982206406,3.121098627,2.542372881,-0.472255018,-6.524317912,-3.045685279,1.047120419,1.03626943,-1.025641026,-6.865284974,4.033379694,3.07486631,-0.778210117,2.091503268,5.76184379,3.147699758,-3.169014085,-3.151515152,-6.508135169,-1.204819277,-2.7100271
000045.SZ,-2.593010147,-1.041666667,0.81871345,-10.67285383,2.077922078,3.053435115,-3.827160494,11.42490372,4.147465438,-0.442477876,18.55555556,8.716026242,-12.67241379,9.476801579,0,0,1.352569883,-7.740213523,5.978784957,5.368516833,-1.727115717,-5.448154657,3.252788104,0.450045005,-2.777777778,-2.949308756,5.128205128,-2.7100271,-2.878365831,-2.676864245,-2.161100196,0.702811245,-1.09670987,2.116935484,1.875616979,6.492248062,1.819836215,-2.770330652,4.595588235,-2.108963093,-1.256732496,1.909090909,-0.535236396,-4.66367713,-1.411100659,0,-4.580152672,-2.8,-2.469135802,6.434599156,4.85629336
000046.SZ,0.751879699,-4.47761194,-1.5625,-5.555555556,0.840336134,-0.833333333,-8.403361345,6.422018349,9.482758621,3.937007874,1.515151515,3.731343284,-0.71942446,-1.449275362,-5.147058824,-3.100775194,0.8,-3.174603175,10.6557377,-5.185185185,-3.125,-4.032258065,-0.840336134,0,3.389830508,-6.557377049,-1.754385965,-6.25,-1.904761905,-5.825242718,-8.24742268,-3.370786517,4.651162791,6.666666667,-10.41666667,12.79069767,4.12371134,-3.96039604,0,-1.030927835,2.083333333,9.183673469,8.411214953,1.724137931,14.40677966,11.11111111,6.666666667,15,-13.58695652,22.64150943,20.51282051
000048.SZ,-2.058987201,-4.545454545,-2.5,-3.601953602,8.486383787,-1.050788091,-5.368731563,7.730673317,5.844907407,0.929469656,0.054171181,0.378992962,-0.107874865,-0.809935205,-4.844855743,2.116704805,1.736694678,8.149779736,2.342158859,-0.696517413,1.853707415,2.065912445,2.939759036,1.123595506,-2.546296296,-3.752969121,-2.319842053,17.02880243,9.801381693,-4.011010617,-5.038918476,-2.933563417,-4.4,-5.857740586,-1.777777778,-2.815485168,3.052250388,-0.652610442,1.162203133,-5.344655345,3.007915567,-0.717213115,-1.186790506,7.25848564,-1.850048685,2.182539683,-2.427184466,0.149253731,-6.110283159,0.211640212,9.134107709
000049.SZ,3.129742033,-15.1186316,-3.705308776,-6.413141314,5.097379178,17.66186227,-3.616566206,10.18761348,-3.606737459,-6.875593542,1.3665103,1.891348089,-8.096366509,-1.525569403,-6.676849225,1.660042086,5.565777369,-0.653594771,2.192982456,4.356223176,-1.254369731,-6.05997501,-0.332520505,-3.091637011,0.20656415,-6.344480073,4.891171436,1.142457449,-1.152604887,-2.472014925,-4.782400765,-7.232546459,-4.656199242,1.646791596,3.575418994,-0.296655879,1.081958345,-10.24886272,5.456171735,-3.194797851,3.037383178,-0.963718821,0.429307384,-3.790253634,2.369668246,2.141203704,-4.674220963,-6.864784547,-6.828334397,7.020547945,0.384
000050.SZ,-1.185344828,-4.79825518,0.801832761,-3.295454545,3.525264395,1.021566402,-2.471910112,5.64516129,-0.436205016,2.081051479,-1.931330472,0,0,1.531728665,-5.387931034,-1.366742597,2.771362587,0.786516854,4.236343367,1.069518717,2.328042328,-1.240951396,0.314136126,1.983298539,9.825997953,-7.455731594,10.17119839,-3.930530165,4.947668887,-2.175883953,-6.394810009,-2.376237624,-10.7505071,2.727272727,3.650442478,-0.106723586,2.991452991,-3.008298755,1.497326203,-3.266596417,0,2.505446623,2.444208289,-6.22406639,2.765486726,2.906350915,-3.974895397,-5.22875817,-5.977011494,6.479217604,5.625717566
000055.SZ,0.545454545,-6.329113924,-0.193050193,-7.736943907,1.886792453,-1.440329218,0.835073069,7.039337474,0.967117988,-3.0651341,-1.581027668,4.016064257,-2.123552124,-4.339250493,-4.536082474,2.159827214,2.748414376,-1.028806584,2.494802495,2.636916836,1.185770751,-1.7578125,2.385685885,0.582524272,-3.861003861,1.004016064,-0.397614314,-3.79241517,2.096436059,-0.410677618,-1.237113402,2.505219207,1.221995927,-0.60362173,-0.809716599,-2.857142857,-0.840336134,0,0.63559322,-2.947368421,7.37527115,-3.03030303,3.125,0.202020202,1.209677419,1.593625498,-4.31372549,1.43442623,-2.828282828,2.910602911,-2.02020202
