thscode,2023-11-15,2023-11-16,2023-11-17,2023-11-20,2023-11-21,2023-11-22,2023-11-23,2023-11-24,2023-11-27,2023-11-28,2023-11-29,2023-11-30,2023-12-01,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-08,2023-12-11,2023-12-12,2023-12-13,2023-12-14,2023-12-15
002328.SZ,125097243.58,72810274.14,90134415.22,66008715.1,76952715.04,65939238.48,92966808.8,74201867.9,68929043.48,265980192.46,159913732.6,129930375.23,93355471.0,76505665.6,82983561.46,76915660.7,233714905.3,177118023.71,94997629.96,67273494.85,76433903.45,56557199.75,55296768.8
002329.SZ,411346899.55,520722046.14,249834774.68,220303520.96,197348600.24,193488494.65,144012808.76,99763286.08,100598813.75,84410286.42,79069244.0,76814254.56,116186928.4,102245337.0,414517756.86,292231203.34,287851473.09,169878091.82,411150601.58,410735582.47,309150761.84,236265294.55,237444851.22
002330.SZ,23661914.0,16524259.0,16740905.0,48352539.0,38304097.0,43792418.0,28722192.0,139179371.76,87117011.0,63186371.46,101905672.64,156822227.38,206339427.14,119269379.66,171610712.45,586607654.27,361794976.92,275674060.23,135161408.99,198369975.96,112920943.4,101879750.0,74616211.5
002331.SZ,41556151.6,33706963.0,37007979.6,44649868.03,221653952.22,551773211.4,426357176.56,105437594.4,956306682.66,399750736.17,1741864672.82,1175232048.74,954338439.43,682487951.44,919173274.93,683060593.45,551168078.77,357843212.76,249970920.06,288084614.1,260793279.8,253245371.32,180424691.08
002332.SZ,225424101.03,463534515.1,227688462.0,250305483.2,138554301.0,129399981.61,92764083.46,132841444.18,147314607.5,142665197.72,104746825.0,284501466.84,270350597.62,454628258.48,290908893.76,291666090.38,236715071.83,178996363.26,231526196.9,135131717.3,97973037.66,178147824.22,175363179.42
002333.SZ,66173793.94,54829966.0,37050974.8,30830714.0,49978712.0,36238150.0,42195801.68,32435159.6,35357987.0,28378747.0,35478476.0,29101020.0,25997529.0,32398759.3,39403767.0,32423250.0,30877106.0,42197030.0,27384232.0,26655821.0,24849341.0,36123705.0,33190819.0
002334.SZ,182727416.54,153563721.0,146764261.0,222469445.83,214758225.65,176938271.87,133430945.58,155082400.0,104477207.12,128415030.84,122591161.22,126412925.0,125282308.75,98644398.82,120702839.0,104022063.0,80082293.89,80050936.3,105753324.29,74184456.79,132256562.0,77609861.02,71406809.0
002335.SZ,324722358.42,185164940.13,565905511.35,377798366.2,389369987.59,262266725.5,187721992.11,177984347.94,159534653.77,131325847.75,228216309.55,171912712.28,138214121.42,128802692.48,154251329.07,205969512.64,172640673.3,141089923.64,199649302.76,154077783.98,154961980.01,162146903.85,331416249.96
002336.SZ,118255348.45,77028584.76,135768201.0,195412244.71,300019165.02,404809102.3,200180886.45,236524800.56,142018239.09,198270573.42,228875528.54,379983646.31,308497697.65,195451331.08,179703588.73,195442597.17,139549857.98,102593199.39,96748501.01,80479193.5,106790321.44,97237583.7,61299181.0
002337.SZ,219330848.05,131709946.39,141713613.82,183920551.49,157677381.16,93416806.0,69237632.25,80673069.75,55891937.0,62494823.25,50985670.2,54882221.94,48764744.3,43250801.0,51664187.8,41837690.0,37857423.72,83564975.88,48859658.0,32548775.5,53203517.46,31353675.0,28196948.0
002338.SZ,503428246.3,323085152.83,757043586.59,470258213.6,298824962.14,327130106.4,204244022.0,180041745.83,494548370.05,297087478.26,204237999.1,271808894.66,168533754.13,273017652.45,194950049.0,160358680.32,138139257.34,283194939.36,373487806.87,207306089.16,192976878.98,183643941.17,135248193.0
002339.SZ,209932911.94,135789344.87,120764302.72,120614032.1,157284712.45,120486345.9,75187982.5,81638380.72,86469873.1,76279088.0,111120878.6,87856964.44,59164043.4,65491102.3,83050409.8,60308164.05,62554630.52,95373137.0,71227808.74,52425579.68,61586958.4,43256703.4,42575080.01
002340.SZ,272006631.32,167298742.11,187032542.25,232707253.89,242367891.47,245468125.4,155558856.99,160603952.24,179734614.96,158691571.12,149485408.46,164063321.67,271464072.1,158017003.1,209964464.0,307769806.73,201334963.56,167702711.23,226048990.62,137910448.0,175265795.4,160320350.97,189214754.68
002341.SZ,134738065.0,87344915.0,101211482.0,223447342.0,181753800.34,107222665.0,462317369.36,509102553.0,201925993.96,238700458.91,143575819.03,187168569.98,141863695.0,101378079.02,114619852.0,97707414.0,233117584.0,141521464.0,64829178.0,74751856.0,40272216.0,69623235.0,41638081.0
002342.SZ,76242031.64,48057928.0,60176494.6,82260848.0,79725816.0,54400438.88,44806425.0,45256956.2,49495316.0,58357021.2,44468026.39,42699396.0,43056878.0,47269952.0,47364489.0,40879649.0,33719197.95,64780135.88,50670345.84,53835271.08,49985978.68,30330389.0,30484035.0
002343.SZ,132733664.2,148621220.3,155040822.2,129329718.57,223061124.82,337271743.76,284052116.51,227069581.2,177686566.2,93027817.8,84125613.0,76153996.85,287938695.9,321594343.63,635970803.67,715278017.43,624662462.02,507814746.52,468027035.37,331713703.38,259450565.4,274063273.6,718563463.06
002344.SZ,75380187.56,49512814.0,50791207.0,46627548.5,84933843.02,58723507.95,47231018.0,41373178.68,36506471.0,36532569.56,61472566.46,38054254.16,58514073.58,53848837.58,32542888.0,48400191.0,40353911.6,70098078.9,59179797.7,49894414.02,52914487.14,79150441.08,66300518.16
002345.SZ,62838058.26,49173592.0,74587268.94,65414378.15,129570627.74,54284864.4,38454285.0,36685216.0,46761605.25,56174442.75,117752161.74,66575087.47,64405605.16,120812106.2,96643375.54,56028872.0,38554552.6,47825596.0,40955299.0,46573510.5,29664440.7,83533372.04,73218865.0
002346.SZ,22922280.5,14689804.0,15245503.42,17208845.88,17945538.64,18797426.06,14533583.36,16244178.0,16033416.0,18817174.44,14562716.0,20247156.21,22448115.75,13581482.0,20053989.65,24543431.32,18324187.52,26946587.0,14710428.0,11163813.0,10079559.13,13306626.0,9345038.0
002347.SZ,44453408.0,28740516.0,30799112.0,43718627.09,52206283.0,49309910.0,34211895.0,36892236.0,46823454.0,46460046.77,49225424.0,59691417.0,62857757.0,51423000.0,44410983.0,47481914.0,52181483.07,80537249.0,57779625.0,38749631.0,283013566.56,368765957.42,392472025.0
002348.SZ,21677964.8,229198550.2,153858314.96,95117489.82,79028225.0,46075221.36,45031188.94,39606095.0,38353248.0,36484664.12,34054693.0,26681777.0,48571361.0,46535754.0,29168729.0,108338718.92,87708643.29,72732405.39,45483291.75,31003080.0,29648176.0,41394529.0,53608432.0
002349.SZ,91422886.04,91804222.16,137151064.15,141897449.94,181283483.26,141703349.0,313195162.27,607202785.82,500523864.33,280110682.24,197579050.33,173200002.57,146316090.79,144419591.51,174867408.72,134590013.15,115165850.0,106344716.0,88493425.44,94996443.08,352795001.86,192224548.75,126754013.65
002350.SZ,37310295.85,22757272.28,24759881.61,24125842.5,22639420.71,23822006.8,24847824.89,22547256.4,24235610.01,193992971.86,112802739.81,65035102.17,44567563.54,38961772.57,38254460.87,40255610.52,36009784.29,33474669.04,34650054.9,25299140.6,30640820.42,31866769.88,21335444.1
002351.SZ,2288473603.5,1529966653.62,887927754.93,893944759.19,686617963.45,668587835.78,737685296.65,633506371.83,358896230.06,301554773.88,214468691.5,258760100.42,578318539.38,521758966.71,384275095.11,273476534.77,453604410.78,370434593.75,512728145.95,291306173.7,188188747.1,211425799.59,225574911.81
002352.SZ,537552400.32,497663336.16,442463246.2,718295853.2,671586432.46,403838624.11,379550656.33,373603651.88,468050322.43,671396857.3,540859741.35,801268088.52,644636599.8,416786196.73,465735874.03,385277422.4,406209516.39,662772089.56,564355297.92,403874132.57,356640152.45,267687274.2,379490462.8
002353.SZ,217768807.78,179656375.59,399454584.76,412309477.51,150676264.67,107877304.87,96491468.0,143147402.3,129947936.12,119389412.22,111832331.58,342646393.28,242397233.96,171461460.45,306085231.89,150485285.14,174296518.88,107862687.92,118103134.96,180150405.3,192040668.81,237546012.24,221482458.56
002354.SZ,325436790.71,631598010.13,446864263.58,334583242.21,691528583.23,1125318885.08,683068308.18,543168095.09,380316347.26,330866571.0,399909769.72,276785974.12,648304093.44,452681453.75,411045879.56,442121806.0,459423375.28,477508922.63,481173045.86,697737251.79,474189498.14,353027834.28,1096706056.64
002355.SZ,332758652.02,216335015.94,435445481.66,308428110.44,210574980.63,145172684.47,280608293.4,484943185.19,221796198.25,1218528787.64,1044194151.37,772460590.68,481763792.22,344313632.29,1075128000.92,817690163.38,539669477.82,375648952.05,200708792.34,175726031.05,162186967.36,198106085.74,145757823.0
002356.SZ,38673995.6,27185719.1,42301617.0,113074553.0,304114827.76,269763191.91,171702295.83,176422335.96,130511686.89,142701989.6,94394253.08,93341925.2,97284028.0,65955497.76,51405481.0,66240480.0,58987075.6,84760631.0,66433045.44,50295135.3,57159790.8,66761110.0,38659658.0
002357.SZ,34069536.16,29140343.26,28176694.27,32907288.0,53635994.0,54505214.6,183088316.4,149536331.0,135000942.54,109384645.16,107897109.4,85718684.85,54942457.1,65673268.0,71525327.0,53386360.94,69038797.0,96908117.0,86199861.0,65940405.0,50480297.0,44606692.0,35307873.0
002358.SZ,53019599.25,34821709.9,44426469.0,44129783.0,46008228.0,37583147.0,35443271.0,29398845.0,31715069.11,45718957.0,65456812.0,52583582.0,32611155.0,38661339.0,33583106.0,35637260.32,37986796.0,37238739.0,57860022.0,34692998.0,30603694.0,26241467.75,38327231.28
002360.SZ,34108148.4,20637821.82,17639517.0,22709158.98,18839923.0,26912851.55,26528577.0,34383540.6,27178636.0,26553972.81,24391755.0,34843244.22,27320171.42,24855738.0,19279191.0,30497226.86,20991709.0,30498201.09,40028480.0,29613574.0,23321629.0,17305058.0,16932126.0
002361.SZ,64423462.0,52726577.0,58956401.0,57343230.0,64708700.56,50898340.1,42078361.96,43218383.0,52344554.92,49192697.16,42202206.28,71084467.56,43959192.12,35069290.0,35303483.09,41129834.0,46670892.0,49833244.19,38391264.6,30131946.8,33664023.0,29249809.0,29290982.0
002362.SZ,164175688.69,128660423.65,111741269.22,123532466.99,128917892.91,125401705.77,113248238.0,120345829.48,105294543.26,836946953.22,513848986.36,282322532.14,626133458.3,399097011.22,269703700.85,266850823.72,451062998.98,630425679.7,583098692.54,1213455370.09,2331094718.01,1854182719.88,1162112079.39
002363.SZ,413006510.0,922918301.17,563206132.17,424220231.6,742368775.3,468274976.95,732690333.97,986589577.53,858902006.38,514336127.6,406406257.77,367825098.57,240783136.45,354666525.7,285174219.52,249426439.08,170018003.2,143533549.3,140318234.6,243974831.65,140278235.8,117829026.8,123720881.23
002364.SZ,129051134.81,96144649.0,94734058.18,111295528.0,113419359.8,97882795.6,73048511.0,88532608.0,104757747.0,87257516.0,134726818.0,100981859.0,97470700.0,56813863.0,71321621.6,68322525.0,66402475.0,70510114.0,67598355.48,86436313.88,61721206.0,63360132.0,54311270.0
002365.SZ,30247047.0,16084571.0,26324954.75,33629900.38,21893305.1,20793116.5,37588308.8,42560376.23,38700791.0,34676436.07,22381000.0,25904772.5,25221239.0,33303367.0,32462769.0,26881031.0,29349604.5,38493610.0,34293797.0,25254206.0,31433101.5,40997939.5,32339366.4
002366.SZ,89811125.04,51101176.0,49176074.0,44848616.8,57506703.48,48492563.0,39504330.0,40530480.0,46249948.04,30510078.0,50414313.0,45716463.74,237221681.67,359709772.04,193618668.5,332587285.48,189578741.0,126140077.8,107137285.0,82516191.0,135923620.0,83871726.0,88974695.44
002367.SZ,40109974.0,44560941.38,35997200.0,58687914.78,45208151.0,42227789.0,36545671.31,31785299.93,43111343.7,36887231.3,30213816.0,40100028.0,38163490.1,38592045.56,31535012.0,31290977.0,30880583.08,64373074.81,70381313.0,40031506.0,31346390.0,26056360.91,27090002.24
002368.SZ,385505615.83,229454140.29,213147237.1,597114320.48,377209515.44,344953954.61,402668421.95,597375451.5,395382865.08,380692649.0,268732088.17,216961449.02,348768333.16,669132193.14,436264562.43,293864322.02,343862070.21,828369492.6,462896785.18,446558596.75,357576352.59,307763699.87,248973718.68
002369.SZ,471700839.33,300534025.56,282183512.78,194268133.1,238881499.89,766289447.88,1008836238.33,1040895654.94,586991385.96,900907263.87,586628797.89,475082644.91,286819909.27,524206411.01,355962347.65,192451180.23,168574575.05,190541893.83,121173755.94,142031813.75,106561073.0,122266605.94,100505623.17
002370.SZ,170277992.46,121955212.85,135319413.26,147724866.04,151258470.58,105043815.07,381909958.28,486653817.14,323751036.33,183200904.18,133964445.82,146433222.13,114810571.0,176443954.88,121643068.44,126760169.65,120325142.05,89114806.61,77360766.0,76747583.66,129007117.55,119084006.02,114848080.27
002371.SZ,1126524189.31,1250253523.77,878242952.64,1350127656.08,1052970860.03,1098415750.42,929688821.19,793844626.85,1126123235.36,787222499.51,1067447744.01,852797176.91,1624835192.18,958443354.8,909054882.09,810072255.31,1619950959.59,1534118455.07,1396323706.09,793349402.3,718937526.47,647040104.55,648580315.43
002372.SZ,112078500.25,139239389.75,163489053.9,200902068.5,256549666.02,173132955.24,195859389.69,177020103.0,164283108.59,107050363.89,190780072.77,108611739.82,172493429.04,172694640.03,92723328.81,97669472.32,128418912.8,158164705.68,139834183.22,195332400.74,110172932.0,92763638.14,147490914.12
002373.SZ,140568992.68,108244955.96,186956862.31,391469371.29,237421558.92,144268417.0,224881008.77,203030900.24,299640944.06,184170510.91,205320067.54,210440793.13,189835236.1,158396280.45,165694395.5,126472772.8,192116949.73,181134598.81,190923716.68,149953004.72,119811988.76,111056244.62,104097740.04
002374.SZ,54078250.5,28776395.52,34920922.14,56121469.46,59777365.71,42965821.04,33122460.21,35033075.08,35434684.0,25532170.03,28480658.0,27160840.0,284191861.04,282203373.52,116070811.4,78211808.0,64908426.06,78594160.88,72295429.79,77778929.0,49602849.26,63864056.4,57925214.38
002375.SZ,55382601.3,74121379.91,120012866.28,74886747.04,126196092.86,92290541.39,66620829.01,62262029.0,59798702.65,39809560.29,50088610.44,46206762.0,35762338.0,42224047.0,38724382.99,35539199.16,34918630.0,46701551.17,61362918.56,39090817.63,47060305.0,37708342.0,36991170.36
002376.SZ,47678018.0,47528527.36,29675860.0,38738950.0,30673043.41,31308063.09,24827518.28,25060601.5,37806202.2,28028317.41,28399098.41,36833818.0,33911089.35,36613444.0,177893290.98,151365020.35,101130606.0,89789488.0,87940457.84,91785523.8,67093822.53,44541902.5,52425131.2
002377.SZ,46315383.84,47416393.0,43053243.72,43231820.72,89675741.0,61765923.15,57799075.0,51771242.0,53681977.0,39234345.81,47574724.05,39312304.0,51180768.5,40583678.0,34693268.0,36940173.18,40565617.0,79604806.66,52101385.0,44765181.0,27480148.0,44644243.0,33718967.0
002378.SZ,63763835.15,30383344.23,29799986.1,55204354.06,42730524.96,45339450.5,29035592.45,41567786.4,43589412.32,27003622.4,37410291.52,39036419.91,33072680.8,45890018.35,48140052.19,55448765.52,43294931.91,43199758.3,50273480.6,30013170.71,24404809.8,25151817.4,38342990.8
002379.SZ,44071227.48,38297644.6,54922148.2,28210405.6,51698583.66,33830836.0,37277138.0,28480203.66,23098251.0,32251217.28,40068749.0,44311839.0,24706746.0,29719307.6,27258233.47,49159132.9,40593455.0,30144538.8,45033781.0,29746307.0,27235906.0,42163596.0,24697823.8
002380.SZ,90618085.04,89947944.16,67166356.52,86335648.38,101213964.76,62490776.0,71345607.0,207649575.0,250586527.92,159053238.24,110145964.0,78164526.0,81023677.0,70537345.96,83087525.0,53888233.0,55154816.0,49479149.0,58672823.0,39045915.0,53145313.0,42903586.0,38221708.85
002381.SZ,36477724.4,23636770.14,23151622.46,32365032.38,26946005.67,23009646.0,19706590.88,20199894.02,39662015.6,23481936.82,30902928.0,32518290.0,24585549.0,33706440.0,40046753.0,36753064.0,31054510.0,41491825.47,46443582.38,27881353.65,21998276.05,29945992.0,20406225.0
002382.SZ,27141287.0,38197813.3,36490556.92,49474830.0,41613869.39,42907949.37,39249926.27,55917432.23,58555044.68,50388902.08,56347328.84,38617978.66,29110453.33,36490051.07,48885777.46,34169732.0,42021930.0,55298368.04,51582012.0,45515812.0,53236313.06,33009229.13,39734709.0
002383.SZ,390202184.57,419872357.11,233390735.67,250424448.97,271938807.28,184127920.73,169121120.0,171018660.43,226698843.2,310314610.39,199385749.0,236052446.87,118612871.07,119193274.65,138189048.14,119303634.44,93262320.32,122184262.0,82243121.87,64910911.43,78778709.44,88252167.0,71807984.0
002384.SZ,518207297.82,324044369.36,642885911.39,497545569.4,398447378.4,510464056.64,481202990.84,415688532.62,365149751.11,456440419.43,327494709.66,309879587.16,313934416.13,335581801.85,324136070.84,270988321.74,247381057.96,324601307.15,337613706.36,233869145.81,236130421.66,235871312.89,507324392.54
002385.SZ,275716835.36,239499758.98,222816069.81,419798818.22,351514811.47,316382504.96,336576058.05,572766663.69,923351841.6,558104044.72,709017595.66,427837636.14,481069110.65,845220671.32,325529206.06,415529563.02,241304260.06,754813186.55,352202433.8,200348608.89,649211031.54,722135369.69,446119157.09
002386.SZ,45380673.67,35363337.0,32420129.35,32344043.42,30775931.9,32611855.6,26952199.1,31690187.33,27256301.7,26256992.34,26176978.7,35856557.4,26486750.33,26791959.64,27983013.9,42576016.57,30507432.6,41099933.8,35679856.5,29033224.98,24416115.17,27298305.53,30283029.4
002387.SZ,431269328.18,375076196.1,222366825.48,340749045.52,170011092.86,343227513.77,294172576.37,163817248.2,281315677.3,251498218.25,280494424.16,168617973.32,158999257.09,160433894.17,136549843.15,128249527.68,275230818.17,194063971.39,219734764.93,137176947.86,114458083.5,106818468.34,308328754.63
002388.SZ,268715915.58,145495334.75,87675596.95,72001456.0,128779083.8,86915173.0,64680222.0,73948593.0,58688057.74,70461033.96,41645417.0,70972374.0,48371235.38,57660806.0,77499969.0,46057015.0,42730156.36,46540549.29,48376944.0,29983380.02,40425640.0,30636457.0,77563092.0
002389.SZ,200189635.56,167288229.66,136759019.55,233023654.48,154690998.74,147027454.23,79544492.12,133113844.63,85124897.5,82927469.65,125716298.2,190992186.0,113581781.64,73015779.23,106496719.65,73210804.47,65908123.04,86050274.08,116954305.26,72903248.06,88301571.58,60137008.6,74830621.56
002390.SZ,51384748.0,65418484.0,82471575.0,167703523.46,164930055.4,77833938.4,90128681.0,116604855.59,101862753.22,90368891.99,66761231.32,94760991.0,76050085.8,77793168.0,94704115.0,79533729.0,97666321.78,84321991.19,87368080.0,55778007.67,92681202.56,69550345.96,73801495.11
002391.SZ,24085110.64,38561379.53,30514908.0,19821705.32,22456595.0,19487228.65,17313228.82,17759201.0,15042043.4,14220132.62,22461914.0,17032518.5,19856445.0,22209650.0,15925054.86,24980034.74,21989319.26,28549111.57,25055028.5,27638071.02,16027960.0,12861808.0,12853584.0
002392.SZ,27910238.0,24809823.0,23514091.37,25931275.0,32049468.8,22862844.92,23645032.0,29764617.0,36964178.0,35914884.04,30416939.0,29524003.69,30949560.08,36900056.0,26035972.0,30629249.32,24662348.0,25955137.0,36055593.56,32701622.95,26922369.95,26566313.0,18726471.0
002393.SZ,36713282.86,35326958.27,47941292.13,52877866.26,54479452.05,37839067.98,40573921.59,59346815.14,106578721.46,58870773.05,44545545.0,51510027.73,62074421.0,46831643.0,49780655.48,40804062.24,43517249.0,50974735.0,56289719.0,39841513.0,54195132.0,39361670.0,67590281.0
002394.SZ,38844251.0,65961580.0,48436931.84,55086175.0,58994274.7,65023591.78,61964287.0,41042681.0,38325269.0,30544504.68,31383708.66,33417142.76,45718006.0,38250527.38,20175231.47,28587462.0,30715071.0,63144413.0,54215768.0,32483102.0,34151637.0,27595933.0,29755535.0
002395.SZ,52647974.0,37796680.0,39392650.0,156618724.0,111732559.75,64673446.25,54418548.5,82523082.5,104404359.5,120069116.35,460882828.27,234232469.24,151428581.5,226308833.75,182526909.0,151332082.5,190125605.61,296990348.6,577216077.53,538117094.44,318628640.0,215048246.38,209510583.44
002396.SZ,105721095.0,79708434.26,90243999.0,108352328.97,104909534.0,239471160.39,163504479.06,128280953.94,80445192.44,63121376.89,60045078.0,83210348.03,114899726.42,85290602.0,116276166.8,74089009.83,90832650.29,169735099.26,106764911.03,92478830.0,64556644.0,99844855.07,84420129.31
002397.SZ,53481955.0,44907858.79,43824479.0,36036491.0,49529295.0,46033145.0,42433107.0,32821652.0,32052986.0,40021227.5,33977378.0,28361917.0,42466888.82,36312848.74,29863204.79,30269469.0,30876302.0,53877415.0,52480112.2,45053843.0,34750854.0,33926934.75,28882588.21
002398.SZ,21456361.0,21551277.0,19781685.0,23512043.7,31432943.88,31748074.42,24512626.0,24471178.0,28323100.0,25325718.82,22933760.0,20666135.76,23119524.87,45589582.7,32861163.0,23354079.0,25072360.0,29366227.8,37827998.0,26433615.53,23321994.0,18643939.0,23973852.0
002399.SZ,22103624.96,19736631.0,15597086.8,27793713.0,19531872.2,57857959.78,54401632.8,40325910.5,46863667.54,39617005.2,24370326.5,21630006.0,33109842.05,28518919.6,27668538.28,33188747.0,40122608.56,96689424.04,74960756.21,38901339.98,40868003.2,26632529.88,28878163.32
002400.SZ,317572134.57,1361270109.69,2610617836.98,3513123530.37,3116149699.13,3988617541.67,2511461395.21,1629219448.72,1003197986.25,949045233.5,1139405243.34,1097981317.05,1150381652.29,1458192164.69,876620977.03,723821708.34,925988331.41,810237974.28,700480428.61,548373460.01,521711094.95,1216479851.36,1823886137.97
002401.SZ,207682611.07,151787009.28,119238622.74,232469331.14,205903846.59,276566925.0,182408667.1,175603065.18,251273389.39,765268806.83,714275306.76,342277026.65,575128761.65,728789689.4,421702388.01,323053385.38,343082205.74,305975741.44,318002146.95,271473371.16,240350334.18,340908550.01,231939111.93
002402.SZ,167826724.52,98356738.5,96166155.24,132315306.35,153843774.64,139118343.2,125008211.76,147829321.9,159025157.01,121981639.28,105857858.28,118689686.13,100863242.25,110992424.0,130845056.0,126260621.53,208087820.02,180833362.76,155069058.66,355011910.47,192609090.34,164958023.15,260393903.02
002403.SZ,21335005.0,18218673.0,28407322.0,41314498.3,40570544.8,27523403.0,32953585.09,21822354.73,31746108.0,22959551.0,26698748.0,94642280.79,57136829.0,35029004.5,35497910.0,27491885.5,24684621.0,53639663.0,42357662.5,25966790.0,31992981.5,29432770.0,23016164.0
002404.SZ,36495441.0,35433611.4,33546210.0,33278763.5,29393721.0,28086400.0,16683438.0,20583158.0,20502187.06,90075042.76,65076795.58,32865276.0,23794389.0,16720780.0,21109100.0,25785723.26,17873711.0,43746615.0,30776996.0,19094787.0,16069608.0,20420328.0,17208854.0
002405.SZ,259469442.91,169233368.08,189378132.83,266986380.77,229717928.0,166575994.88,286683934.48,241294601.04,256319456.05,215781101.67,163187204.05,212636151.2,247850660.22,174684047.19,235137905.03,160222488.5,213833771.42,236467847.85,274623557.9,128815655.98,137569312.4,163318504.52,186561256.66
002406.SZ,672646626.69,758745023.7,547455465.25,757229280.16,1080047567.95,616948603.76,1037347205.58,1110077565.34,860231898.13,561591499.82,597649989.31,460527685.44,297181874.97,302544494.64,274610534.27,252504122.81,255673697.6,239818926.44,188779804.37,262474775.9,185456913.96,162517540.73,140360003.88
002407.SZ,322353358.13,165835462.17,141839881.73,180835986.1,131432883.32,191094399.64,180411341.04,202275395.2,119660285.69,109677025.37,147509740.52,182077249.26,185756280.08,124141131.91,135442194.39,303998794.43,206959757.7,138445979.26,148948171.5,88406244.8,98545286.03,90959020.89,114425550.88
002408.SZ,45451948.36,49211280.08,52182888.42,55782462.95,42524206.72,54046822.88,44685722.4,47155704.38,71963437.84,43583651.61,37838137.54,99463754.91,77926426.72,54450185.72,74764710.8,55969899.91,63127317.85,73028413.01,72680617.98,47626705.8,44281650.8,48790861.98,51853009.68
002409.SZ,744581648.78,553554190.68,1046281144.78,1584456544.57,1040204598.27,797093930.53,501875026.99,515153886.58,587433872.93,375116395.94,408328360.15,381734022.51,352498562.79,364614328.24,478199645.77,245256564.7,292165739.99,437783186.33,292829401.85,311552520.43,154470757.29,202998331.88,206138133.45
002410.SZ,550711922.24,399360856.74,300646341.69,382791963.63,667051355.6,406422901.92,257800843.83,316904902.31,308722169.21,202955317.29,208865789.08,227228765.3,316510747.4,249238812.2,288028264.78,273505402.38,257791763.7,258113655.74,386550078.8,262018864.9,339934474.86,248787122.07,305990097.42
002412.SZ,33343569.7,32332093.68,44495110.7,120264542.05,78540462.16,70814961.07,74256900.0,118281996.39,89884630.5,69393490.92,43688044.0,45527433.4,41615063.06,69636238.33,54832926.58,48976462.0,62000107.0,50534342.0,56201723.2,45616996.2,69194257.44,42805911.45,44091653.37
002413.SZ,1204148176.41,830266650.48,549497626.76,658712597.01,579420564.6,482834204.77,303193807.05,330019177.54,283515300.07,249149787.22,222009150.87,292476360.07,208279358.39,205651498.26,277285660.14,223953292.9,182447539.68,203720225.28,176511739.0,163002994.41,162369099.58,142514906.6,172458102.83
002414.SZ,103290221.65,92081873.63,85282816.23,100788146.55,125968118.65,101989063.09,69597502.16,79394502.85,110877065.74,83741588.74,87501681.64,145800282.09,122823126.74,139084403.0,123359127.44,149590348.37,143863111.38,301265048.61,260775110.61,124822683.97,90795006.01,67804220.34,87931049.5
002415.SZ,700813389.35,622176914.2,710774917.44,642473510.01,629365166.83,448657017.4,458138372.11,540096403.94,617485196.6,434855887.38,438948208.72,455240320.06,709156816.57,701561720.17,766527950.34,575107192.8,821678041.25,1413581351.3,1378790831.82,838023430.36,602268360.45,460738649.05,378807164.25
002416.SZ,59866034.42,44884018.0,47518393.54,120115005.05,139717413.77,176979519.3,101234131.53,1222496768.93,607685847.76,335460317.98,543949898.74,291611594.11,242943269.78,339908378.89,230827801.32,196944616.0,206575014.27,224108665.45,219915324.61,295713463.95,224961120.06,123192756.64,139948604.3
002418.SZ,78999312.4,86723585.41,118127377.35,81566674.84,93596256.8,158651255.95,80554845.0,93010210.0,79654761.0,72306076.16,69612888.0,57995983.0,41905537.78,48585290.0,72221681.0,47181134.0,45482972.0,67285772.0,41228318.91,33849946.0,36456761.93,54490385.0,42001307.63
002419.SZ,52582807.0,102181094.48,78589928.49,57251293.7,65533776.88,84742144.0,71340634.23,79825665.65,70080044.0,62119059.96,45958348.0,66218059.3,89858545.25,80538304.94,91441274.8,88632688.9,72611866.78,111732110.2,101250427.35,79471325.68,76089518.07,203420316.17,131805028.31
002420.SZ,224831182.06,142565180.32,202505094.33,156375858.03,136047152.96,107279926.8,96040607.18,80104232.0,69371135.0,156804889.4,164700164.0,112297263.0,78520990.0,75172554.0,71062621.0,50133180.0,81181337.0,64274845.0,61216371.6,56147014.74,42652363.0,37939820.0,32350247.0
002421.SZ,146808355.33,146056587.55,109426078.0,197765001.79,150842066.34,134408127.66,114533191.21,120619055.98,100201359.38,84352192.25,76769333.0,92222626.92,102934783.42,135701369.6,116334015.2,92693210.74,111235872.88,105784961.0,143586016.2,117200893.12,102435192.08,112643565.64,91516191.0
002422.SZ,212333631.26,193477250.67,257657658.94,416088038.41,241909920.76,220223807.48,212120529.44,257010008.88,375981649.01,323290197.7,288091877.73,240082203.36,290018100.26,251846713.72,243301394.54,323037018.65,196892016.47,356334512.54,248498070.7,407454593.0,290285131.24,217168601.97,428453468.54
002423.SZ,126874904.6,88938509.1,77422860.6,93576083.15,141242405.26,76540401.18,75621668.39,71951886.79,145158987.62,75580289.84,82233766.0,65403113.21,74267739.0,64715458.55,69413488.92,58732313.42,75366847.8,87141244.77,91305811.41,64996003.42,49523832.68,65828613.05,77642901.3
002424.SZ,128843444.72,100924437.91,206069381.0,182138629.0,159021929.54,150615828.39,269194577.46,403186435.4,312244309.35,229099364.2,157095741.0,144711104.0,140898439.3,200661553.91,215306517.88,156631309.84,170459122.0,151728491.68,133782833.51,116221864.97,790944754.02,406454888.03,273476665.7
002425.SZ,70499242.38,127983833.59,99723027.0,103500487.56,148209488.57,96602138.69,93660769.26,85042911.8,77693377.4,63931110.69,57936091.0,59593631.62,174752126.23,108111868.84,86368357.0,146549509.86,166054282.09,94706942.48,159743877.37,154827308.13,100438644.6,111843956.18,261286195.03
